timestamp,solar_power,wind_power,battery_soc,load_demand,grid_power,temperature,ems_action
2026-05-01 03:20:00,0.0,33.46,50.81,27.92,-0.0,14.27,RENEWABLE_CHARGE
2026-05-01 03:25:00,0.0,6.47,50.81,26.72,20.24,14.59,GRID_FALLBACK
2026-05-01 03:30:00,0.0,17.41,50.81,24.03,6.62,14.12,GRID_FALLBACK
2026-05-01 03:35:00,0.0,13.96,50.81,26.89,12.93,14.28,GRID_FALLBACK
2026-05-01 03:40:00,0.0,21.15,50.81,22.69,1.55,14.52,GRID_FALLBACK
2026-05-01 03:45:00,0.0,24.47,50.81,24.78,0.32,14.51,GRID_FALLBACK
2026-05-01 03:50:00,0.0,8.85,50.81,25.91,17.06,13.43,GRID_FALLBACK
2026-05-01 03:55:00,0.0,30.28,51.04,24.33,-0.0,13.69,RENEWABLE_CHARGE
2026-05-01 04:00:00,0.0,36.99,51.59,23.07,-0.0,13.8,RENEWABLE_CHARGE
2026-05-01 04:05:00,0.0,14.53,51.59,25.73,11.2,13.38,GRID_FALLBACK
2026-05-01 04:10:00,0.0,21.77,51.59,23.99,2.23,14.32,GRID_FALLBACK
2026-05-01 04:15:00,0.0,44.79,52.36,25.46,-0.0,15.35,RENEWABLE_CHARGE
2026-05-01 04:20:00,0.0,20.69,52.36,23.73,3.05,13.73,GRID_FALLBACK
2026-05-01 04:25:00,0.0,21.84,52.36,26.24,4.4,14.7,GRID_FALLBACK
2026-05-01 04:30:00,0.0,49.84,53.37,24.26,-0.0,14.81,RENEWABLE_CHARGE
2026-05-01 04:35:00,0.0,36.68,53.84,24.87,-0.0,14.0,RENEWABLE_CHARGE
2026-05-01 04:40:00,0.0,43.9,54.44,28.75,-0.0,15.39,RENEWABLE_CHARGE
2026-05-01 04:45:00,0.0,29.06,54.6,24.81,-0.0,15.04,RENEWABLE_CHARGE
2026-05-01 04:50:00,0.0,35.34,54.99,25.59,-0.0,13.99,RENEWABLE_CHARGE
2026-05-01 04:55:00,0.0,47.6,55.75,28.48,-0.0,15.41,RENEWABLE_CHARGE
2026-05-01 05:00:00,0.0,34.76,56.01,28.18,-0.0,15.0,RENEWABLE_CHARGE
2026-05-01 05:05:00,0.0,17.99,56.01,29.72,11.73,15.64,GRID_FALLBACK
2026-05-01 05:10:00,0.0,19.75,56.01,26.73,6.98,15.44,GRID_FALLBACK
2026-05-01 05:15:00,0.0,27.06,56.01,28.66,1.6,15.29,GRID_FALLBACK
2026-05-01 05:20:00,0.0,50.35,56.79,30.58,-0.0,14.95,RENEWABLE_CHARGE
2026-05-01 05:25:00,0.0,18.31,56.79,27.98,9.67,15.7,GRID_FALLBACK
2026-05-01 05:30:00,0.0,25.84,56.79,28.94,3.1,15.83,GRID_FALLBACK
2026-05-01 05:35:00,0.0,49.67,57.58,29.78,-0.0,15.68,RENEWABLE_CHARGE
2026-05-01 05:40:00,0.0,43.13,58.0,32.47,-0.0,15.59,RENEWABLE_CHARGE
2026-05-01 05:45:00,0.0,47.45,58.6,32.29,-0.0,15.86,RENEWABLE_CHARGE
2026-05-01 05:50:00,0.0,49.64,59.24,33.5,-0.0,16.75,RENEWABLE_CHARGE
2026-05-01 05:55:00,0.0,47.16,59.82,32.38,-0.0,16.46,RENEWABLE_CHARGE
2026-05-01 06:00:00,0.22,50.47,60.51,33.22,-0.0,17.13,RENEWABLE_CHARGE
2026-05-01 06:05:00,1.64,25.44,60.51,31.81,4.73,16.29,GRID_FALLBACK
2026-05-01 06:10:00,5.13,48.74,61.43,30.77,-0.0,16.08,RENEWABLE_CHARGE
2026-05-01 06:15:00,7.17,50.48,62.31,35.45,-0.0,17.45,RENEWABLE_CHARGE
2026-05-01 06:20:00,9.09,44.42,63.14,32.59,-0.0,16.07,RENEWABLE_CHARGE
2026-05-01 06:25:00,10.61,33.89,63.57,33.54,-0.0,16.94,RENEWABLE_CHARGE
2026-05-01 06:30:00,11.57,42.63,64.23,37.63,-0.0,16.94,RENEWABLE_CHARGE
2026-05-01 06:35:00,15.56,24.46,64.3,38.22,-0.0,16.88,RENEWABLE_CHARGE
2026-05-01 06:40:00,16.72,36.66,64.83,39.84,-0.0,18.0,RENEWABLE_CHARGE
2026-05-01 06:45:00,18.56,50.33,65.92,41.32,-0.0,17.99,RENEWABLE_CHARGE
2026-05-01 06:50:00,19.37,49.59,67.1,39.35,-0.0,17.92,RENEWABLE_CHARGE
2026-05-01 06:55:00,21.43,32.34,67.73,37.77,-0.0,17.94,RENEWABLE_CHARGE
2026-05-01 07:00:00,24.62,26.15,68.11,41.21,-0.0,17.95,RENEWABLE_CHARGE
2026-05-01 07:05:00,25.91,49.99,69.57,39.0,-0.0,17.85,RENEWABLE_CHARGE
2026-05-01 07:10:00,25.47,49.44,70.93,40.53,-0.0,17.4,RENEWABLE_CHARGE
2026-05-01 07:15:00,29.1,50.11,72.28,45.25,-0.0,19.1,RENEWABLE_CHARGE
2026-05-01 07:20:00,32.73,49.77,73.93,40.69,-0.0,19.28,RENEWABLE_CHARGE
2026-05-01 07:25:00,33.29,26.69,74.67,41.34,-0.0,18.95,RENEWABLE_CHARGE
2026-05-01 07:30:00,36.43,46.99,76.23,43.86,-0.0,19.31,RENEWABLE_CHARGE
2026-05-01 07:35:00,37.15,50.0,77.98,42.94,-0.0,18.41,RENEWABLE_CHARGE
2026-05-01 07:40:00,38.32,26.59,78.74,45.93,-0.0,19.06,RENEWABLE_CHARGE
2026-05-01 07:45:00,39.32,27.12,79.51,46.8,-0.0,19.32,RENEWABLE_CHARGE
2026-05-01 07:50:00,40.76,50.09,81.42,42.57,-0.0,20.04,RENEWABLE_CHARGE
2026-05-01 07:55:00,41.58,50.27,83.17,47.7,-0.0,20.68,RENEWABLE_CHARGE
2026-05-01 08:00:00,46.33,27.39,84.34,44.25,-0.0,20.69,RENEWABLE_CHARGE
2026-05-01 08:05:00,45.54,49.55,86.32,42.75,-2.34,20.33,RENEWABLE_CHARGE
2026-05-01 08:10:00,48.41,50.36,88.3,42.35,-6.42,19.69,RENEWABLE_CHARGE
2026-05-01 08:15:00,51.6,50.22,90.28,46.49,-5.34,20.66,RENEWABLE_CHARGE
2026-05-01 08:20:00,50.61,50.47,92.26,43.59,-7.49,19.63,RENEWABLE_CHARGE
2026-05-01 08:25:00,51.62,49.84,94.23,46.98,-4.48,20.3,RENEWABLE_CHARGE
2026-05-01 08:30:00,54.83,49.67,96.21,44.23,-10.27,21.7,RENEWABLE_CHARGE
2026-05-01 08:35:00,55.99,49.61,98.19,44.09,-11.5,20.41,RENEWABLE_CHARGE
2026-05-01 08:40:00,59.77,33.21,100.0,39.94,-3.04,21.18,RENEWABLE_CHARGE
2026-05-01 08:45:00,59.48,49.91,100.0,40.27,-69.13,21.8,GRID_EXPORT
2026-05-01 08:50:00,61.86,42.92,100.0,39.6,-65.17,21.24,GRID_EXPORT
2026-05-01 08:55:00,61.98,50.1,100.0,42.27,-69.81,20.97,GRID_EXPORT
2026-05-01 09:00:00,64.09,49.87,100.0,41.8,-72.16,21.45,GRID_EXPORT
2026-05-01 09:05:00,64.27,49.7,100.0,38.61,-75.36,22.33,GRID_EXPORT
2026-05-01 09:10:00,66.98,50.12,100.0,39.53,-77.56,22.0,GRID_EXPORT
2026-05-01 09:15:00,67.66,28.67,100.0,39.18,-57.15,23.08,GRID_EXPORT
2026-05-01 09:20:00,69.14,21.65,100.0,34.86,-55.94,22.65,GRID_EXPORT
2026-05-01 09:25:00,69.7,32.79,100.0,39.28,-63.21,22.09,GRID_EXPORT
2026-05-01 09:30:00,71.5,49.44,100.0,33.66,-87.28,23.93,GRID_EXPORT
2026-05-01 09:35:00,72.79,50.24,100.0,34.88,-88.15,23.21,GRID_EXPORT
2026-05-01 09:40:00,72.15,34.86,100.0,34.58,-72.44,24.3,GRID_EXPORT
2026-05-01 09:45:00,73.51,21.05,100.0,33.97,-60.59,22.89,GRID_EXPORT
2026-05-01 09:50:00,77.29,24.03,100.0,35.89,-65.42,23.23,GRID_EXPORT
2026-05-01 09:55:00,77.96,49.53,100.0,33.88,-93.61,23.35,GRID_EXPORT
2026-05-01 10:00:00,79.67,49.81,100.0,34.68,-94.8,24.05,GRID_EXPORT
2026-05-01 10:05:00,79.87,50.07,100.0,33.12,-96.81,24.99,GRID_EXPORT
2026-05-01 10:10:00,78.57,31.24,100.0,30.02,-79.8,24.41,GRID_EXPORT
2026-05-01 10:15:00,80.49,20.91,100.0,31.43,-69.98,24.45,GRID_EXPORT
2026-05-01 10:20:00,80.33,49.74,100.0,32.92,-97.15,25.48,GRID_EXPORT
2026-05-01 10:25:00,80.52,34.85,100.0,32.64,-82.73,23.95,GRID_EXPORT
2026-05-01 10:30:00,83.84,49.98,100.0,30.9,-102.92,24.92,GRID_EXPORT
2026-05-01 10:35:00,83.97,49.67,100.0,25.94,-107.7,24.96,GRID_EXPORT
2026-05-01 10:40:00,82.68,30.56,100.0,31.35,-81.89,25.15,GRID_EXPORT
2026-05-01 10:45:00,86.84,50.26,100.0,28.3,-108.81,25.68,GRID_EXPORT
2026-05-01 10:50:00,86.64,31.2,100.0,24.98,-92.87,26.6,GRID_EXPORT
2026-05-01 10:55:00,88.0,21.4,100.0,24.43,-84.96,25.05,GRID_EXPORT
2026-05-01 11:00:00,86.05,14.35,100.0,24.62,-75.78,26.02,GRID_EXPORT
2026-05-01 11:05:00,88.82,50.08,100.0,27.49,-111.42,25.68,GRID_EXPORT
2026-05-01 11:10:00,85.89,21.42,100.0,25.15,-82.16,25.31,GRID_EXPORT
2026-05-01 11:15:00,88.76,13.92,100.0,25.6,-77.08,26.45,GRID_EXPORT
2026-05-01 11:20:00,89.58,21.71,100.0,23.45,-87.84,26.22,GRID_EXPORT
2026-05-01 11:25:00,90.93,34.72,100.0,28.52,-97.13,26.62,GRID_EXPORT
2026-05-01 11:30:00,88.29,13.75,100.0,24.19,-77.85,26.88,GRID_EXPORT
2026-05-01 11:35:00,87.75,34.82,100.0,25.71,-96.85,26.11,GRID_EXPORT
2026-05-01 11:40:00,89.02,14.79,100.0,27.27,-76.54,27.3,GRID_EXPORT
2026-05-01 11:45:00,90.4,40.52,100.0,24.91,-106.02,26.79,GRID_EXPORT
2026-05-01 11:50:00,91.43,48.5,100.0,28.33,-111.59,26.74,GRID_EXPORT
2026-05-01 11:55:00,91.11,49.83,100.0,25.73,-115.21,27.48,GRID_EXPORT
2026-05-01 12:00:00,91.46,10.88,100.0,25.7,-76.65,26.83,GRID_EXPORT
2026-05-01 12:05:00,90.53,36.08,100.0,28.03,-98.58,28.11,GRID_EXPORT
2026-05-01 12:10:00,88.58,34.04,100.0,26.19,-96.44,27.15,GRID_EXPORT
2026-05-01 12:15:00,88.07,7.88,100.0,26.86,-69.09,28.8,GRID_EXPORT
2026-05-01 12:20:00,88.01,35.74,100.0,22.62,-101.14,27.67,GRID_EXPORT
2026-05-01 12:25:00,91.15,12.52,100.0,26.36,-77.31,28.22,GRID_EXPORT
2026-05-01 12:30:00,87.88,42.3,100.0,28.0,-102.18,29.12,GRID_EXPORT
2026-05-01 12:35:00,88.21,30.09,100.0,22.79,-95.5,28.36,GRID_EXPORT
2026-05-01 12:40:00,90.36,13.69,100.0,24.89,-79.16,27.81,GRID_EXPORT
2026-05-01 12:45:00,86.31,29.17,100.0,28.41,-87.07,28.44,GRID_EXPORT
2026-05-01 12:50:00,88.14,14.02,100.0,26.4,-75.76,28.74,GRID_EXPORT
2026-05-01 12:55:00,85.97,25.7,100.0,26.17,-85.51,29.26,GRID_EXPORT
2026-05-01 13:00:00,84.96,5.9,100.0,25.97,-64.89,28.85,GRID_EXPORT
2026-05-01 13:05:00,86.3,12.69,100.0,27.46,-71.52,28.73,GRID_EXPORT
2026-05-01 13:10:00,86.07,10.14,100.0,28.2,-68.01,28.12,GRID_EXPORT
2026-05-01 13:15:00,84.44,7.94,100.0,24.95,-67.43,28.47,GRID_EXPORT
2026-05-01 13:20:00,84.07,7.89,100.0,23.49,-68.47,28.88,GRID_EXPORT
2026-05-01 13:25:00,83.06,21.37,100.0,25.84,-78.59,29.2,GRID_EXPORT
2026-05-01 13:30:00,82.41,4.79,100.0,28.15,-59.05,30.18,GRID_EXPORT
2026-05-01 13:35:00,82.55,4.32,100.0,29.0,-57.87,29.18,GRID_EXPORT
2026-05-01 13:40:00,80.92,11.93,100.0,24.4,-68.45,29.34,GRID_EXPORT
2026-05-01 13:45:00,81.09,18.3,100.0,27.19,-72.2,30.48,GRID_EXPORT
2026-05-01 13:50:00,80.43,20.16,100.0,26.36,-74.23,28.97,GRID_EXPORT
2026-05-01 13:55:00,79.78,13.01,100.0,24.81,-67.98,29.44,GRID_EXPORT
2026-05-01 14:00:00,78.85,14.82,100.0,26.51,-67.16,29.18,GRID_EXPORT
2026-05-01 14:05:00,78.75,2.45,100.0,24.55,-56.65,28.84,GRID_EXPORT
2026-05-01 14:10:00,74.56,7.42,100.0,24.82,-57.16,30.61,GRID_EXPORT
2026-05-01 14:15:00,76.53,12.0,100.0,30.66,-57.87,30.01,GRID_EXPORT
2026-05-01 14:20:00,72.42,20.11,100.0,25.91,-66.62,29.94,GRID_EXPORT
2026-05-01 14:25:00,71.01,19.11,100.0,26.55,-63.57,29.84,GRID_EXPORT
2026-05-01 14:30:00,71.23,16.81,100.0,25.74,-62.3,30.28,GRID_EXPORT
2026-05-01 14:35:00,70.29,1.61,100.0,28.24,-43.66,30.83,GRID_EXPORT
2026-05-01 14:40:00,67.08,14.87,100.0,30.51,-51.44,29.56,GRID_EXPORT
2026-05-01 14:45:00,66.54,1.43,100.0,31.45,-36.52,29.84,GRID_EXPORT
2026-05-01 14:50:00,65.88,1.94,100.0,30.11,-37.72,30.74,GRID_EXPORT
2026-05-01 14:55:00,63.35,7.38,100.0,31.56,-39.17,29.7,GRID_EXPORT
2026-05-01 15:00:00,65.37,0.73,100.0,33.35,-32.75,30.04,GRID_EXPORT
2026-05-01 15:05:00,61.19,8.48,100.0,31.93,-37.75,30.01,GRID_EXPORT
2026-05-01 15:10:00,62.16,10.47,100.0,32.81,-39.82,29.75,GRID_EXPORT
2026-05-01 15:15:00,58.02,1.03,100.0,30.65,-28.4,29.53,GRID_EXPORT
2026-05-01 15:20:00,59.76,0.55,100.0,35.52,-24.79,29.99,GRID_EXPORT
2026-05-01 15:25:00,57.08,3.25,100.0,31.08,-29.25,30.31,GRID_EXPORT
2026-05-01 15:30:00,55.61,0.32,100.0,36.49,-19.44,30.86,GRID_EXPORT
2026-05-01 15:35:00,51.34,3.87,100.0,32.15,-23.07,30.39,GRID_EXPORT
2026-05-01 15:40:00,53.03,0.21,100.0,37.93,-15.31,30.12,GRID_EXPORT
2026-05-01 15:45:00,49.26,1.43,100.0,38.82,-11.87,30.57,GRID_EXPORT
2026-05-01 15:50:00,47.23,2.59,100.0,34.37,-15.45,29.26,GRID_EXPORT
2026-05-01 15:55:00,47.99,0.72,100.0,39.13,-9.58,30.59,GRID_EXPORT
2026-05-01 16:00:00,46.24,6.67,100.0,38.1,-14.8,29.17,GRID_EXPORT
2026-05-01 16:05:00,44.12,0.56,100.0,40.82,-3.86,30.26,GRID_EXPORT
2026-05-01 16:10:00,41.16,0.34,100.0,38.46,-3.04,28.78,GRID_EXPORT
2026-05-01 16:15:00,39.42,5.61,100.0,37.38,-7.64,30.19,GRID_EXPORT
2026-05-01 16:20:00,38.27,3.19,100.0,39.74,-1.72,30.31,GRID_EXPORT
2026-05-01 16:25:00,35.95,5.64,99.9,43.94,0.0,29.4,BATTERY_SUPPORT
2026-05-01 16:30:00,35.97,0.03,99.51,44.77,0.0,29.46,BATTERY_SUPPORT
2026-05-01 16:35:00,34.57,3.19,99.23,44.15,0.0,29.91,BATTERY_SUPPORT
2026-05-01 16:40:00,30.73,2.04,98.64,46.24,0.0,28.81,PEAK_SHAVING_DISCHARGE
2026-05-01 16:45:00,28.3,0.52,97.85,46.75,0.0,29.67,PEAK_SHAVING_DISCHARGE
2026-05-01 16:50:00,25.91,3.88,97.22,44.25,0.0,29.95,BATTERY_SUPPORT
2026-05-01 16:55:00,23.53,0.14,96.13,48.44,0.0,28.28,PEAK_SHAVING_DISCHARGE
2026-05-01 17:00:00,23.24,2.72,95.31,44.73,0.0,29.85,BATTERY_SUPPORT
2026-05-01 17:05:00,23.02,0.03,94.32,45.57,0.0,29.81,PEAK_SHAVING_DISCHARGE
2026-05-01 17:10:00,19.07,0.16,93.0,49.44,0.0,28.33,PEAK_SHAVING_DISCHARGE
2026-05-01 17:15:00,16.07,3.79,91.56,52.56,0.0,29.36,PEAK_SHAVING_DISCHARGE
2026-05-01 17:20:00,15.72,0.35,89.92,53.47,0.0,29.02,PEAK_SHAVING_DISCHARGE
2026-05-01 17:25:00,13.43,0.05,88.33,49.76,0.0,28.73,PEAK_SHAVING_DISCHARGE
2026-05-01 17:30:00,11.22,0.27,86.68,49.26,0.0,28.72,PEAK_SHAVING_DISCHARGE
2026-05-01 17:35:00,11.37,0.0,84.93,51.23,0.0,28.26,PEAK_SHAVING_DISCHARGE
2026-05-01 17:40:00,8.19,0.06,82.84,55.84,0.0,28.61,PEAK_SHAVING_DISCHARGE
2026-05-01 17:45:00,4.69,0.38,80.61,55.94,0.0,27.32,PEAK_SHAVING_DISCHARGE
2026-05-01 17:50:00,5.38,0.69,78.45,55.37,0.0,27.52,PEAK_SHAVING_DISCHARGE
2026-05-01 17:55:00,3.05,1.79,76.28,54.32,0.0,27.36,PEAK_SHAVING_DISCHARGE
2026-05-01 18:00:00,0.0,2.88,74.0,54.78,0.0,26.84,PEAK_SHAVING_DISCHARGE
2026-05-01 18:05:00,0.0,2.48,71.62,56.69,0.0,28.31,PEAK_SHAVING_DISCHARGE
2026-05-01 18:10:00,0.0,0.19,69.03,59.31,0.0,26.55,PEAK_SHAVING_DISCHARGE
2026-05-01 18:15:00,0.0,0.0,66.53,57.04,0.0,28.08,PEAK_SHAVING_DISCHARGE
2026-05-01 18:20:00,0.0,0.01,64.09,55.65,0.0,27.18,PEAK_SHAVING_DISCHARGE
2026-05-01 18:25:00,0.0,0.0,61.47,59.75,0.0,26.61,PEAK_SHAVING_DISCHARGE
2026-05-01 18:30:00,0.0,0.68,58.93,58.49,0.0,27.66,PEAK_SHAVING_DISCHARGE
2026-05-01 18:35:00,0.0,0.15,56.41,57.62,0.0,26.03,PEAK_SHAVING_DISCHARGE
2026-05-01 18:40:00,0.0,0.02,53.82,59.09,0.0,26.5,PEAK_SHAVING_DISCHARGE
2026-05-01 18:45:00,0.0,0.14,51.24,59.02,0.0,25.99,PEAK_SHAVING_DISCHARGE
2026-05-01 18:50:00,0.0,0.21,48.61,62.46,2.25,26.85,PEAK_SHAVING_DISCHARGE
2026-05-01 18:55:00,0.0,0.08,45.97,60.92,0.83,25.95,PEAK_SHAVING_DISCHARGE
2026-05-01 19:00:00,0.0,0.0,43.34,62.08,2.08,25.35,PEAK_SHAVING_DISCHARGE
2026-05-01 19:05:00,0.0,0.0,40.74,59.3,0.0,26.47,PEAK_SHAVING_DISCHARGE
2026-05-01 19:10:00,0.0,1.65,38.23,58.94,0.0,25.23,PEAK_SHAVING_DISCHARGE
2026-05-01 19:15:00,0.0,0.17,35.6,60.7,0.53,25.56,PEAK_SHAVING_DISCHARGE
2026-05-01 19:20:00,0.0,0.0,33.04,58.43,0.0,24.66,PEAK_SHAVING_DISCHARGE
2026-05-01 19:25:00,0.0,0.02,30.4,61.97,1.95,25.63,PEAK_SHAVING_DISCHARGE
2026-05-01 19:30:00,0.0,0.0,27.8,59.26,0.0,24.21,PEAK_SHAVING_DISCHARGE
2026-05-01 19:35:00,0.0,0.44,25.27,58.26,0.0,24.05,PEAK_SHAVING_DISCHARGE
2026-05-01 19:40:00,0.0,0.44,22.74,58.07,0.0,23.79,PEAK_SHAVING_DISCHARGE
2026-05-01 19:45:00,0.0,0.14,20.12,59.88,0.0,24.44,PEAK_SHAVING_DISCHARGE
2026-05-01 19:50:00,0.0,0.0,17.57,58.18,0.0,25.07,PEAK_SHAVING_DISCHARGE
2026-05-01 19:55:00,0.0,0.0,17.57,54.03,54.03,23.59,GRID_FALLBACK
2026-05-01 20:00:00,0.0,1.49,17.57,57.57,56.08,24.46,GRID_FALLBACK
2026-05-01 20:05:00,0.0,0.49,17.57,58.17,57.68,23.56,GRID_FALLBACK
2026-05-01 20:10:00,0.0,0.0,17.57,55.14,55.14,23.49,GRID_FALLBACK
2026-05-01 20:15:00,0.0,0.01,17.57,57.22,57.22,22.61,GRID_FALLBACK
2026-05-01 20:20:00,0.0,0.0,17.57,55.27,55.27,22.6,GRID_FALLBACK
2026-05-01 20:25:00,0.0,0.0,17.57,50.39,50.39,23.72,GRID_FALLBACK
2026-05-01 20:30:00,0.0,0.91,17.57,51.73,50.82,23.83,GRID_FALLBACK
2026-05-01 20:35:00,0.0,0.54,17.57,49.7,49.16,22.72,GRID_FALLBACK
2026-05-01 20:40:00,0.0,1.28,17.57,47.74,46.46,21.76,GRID_FALLBACK
2026-05-01 20:45:00,0.0,0.0,17.57,50.11,50.11,22.66,GRID_FALLBACK
2026-05-01 20:50:00,0.0,0.07,17.57,48.26,48.2,23.01,GRID_FALLBACK
2026-05-01 20:55:00,0.0,0.67,17.57,45.87,45.2,21.58,GRID_FALLBACK
2026-05-01 21:00:00,0.0,0.02,17.57,44.58,44.56,22.62,GRID_FALLBACK
2026-05-01 21:05:00,0.0,0.0,17.57,43.89,43.89,21.41,GRID_FALLBACK
2026-05-01 21:10:00,0.0,1.88,17.57,48.03,46.16,21.81,GRID_FALLBACK
2026-05-01 21:15:00,0.0,0.0,17.57,45.17,45.17,21.16,GRID_FALLBACK
2026-05-01 21:20:00,0.0,0.06,17.57,46.85,46.79,20.95,GRID_FALLBACK
2026-05-01 21:25:00,0.0,0.47,17.57,42.51,42.05,20.69,GRID_FALLBACK
2026-05-01 21:30:00,0.0,1.38,17.57,41.72,40.35,20.48,GRID_FALLBACK
2026-05-01 21:35:00,0.0,0.01,17.57,43.96,43.95,20.91,GRID_FALLBACK
2026-05-01 21:40:00,0.0,0.0,17.57,39.63,39.63,21.01,GRID_FALLBACK
2026-05-01 21:45:00,0.0,0.0,17.57,37.55,37.55,20.61,GRID_FALLBACK
2026-05-01 21:50:00,0.0,0.01,17.57,40.57,40.56,20.97,GRID_FALLBACK
2026-05-01 21:55:00,0.0,2.53,17.57,36.68,34.14,19.56,GRID_FALLBACK
2026-05-01 22:00:00,0.0,0.05,17.57,35.67,35.62,19.87,GRID_FALLBACK
2026-05-01 22:05:00,0.0,0.0,18.16,34.63,49.63,18.88,GRID_CHARGING_OFFPEAK
2026-05-01 22:10:00,0.0,1.09,18.76,39.31,53.23,20.5,GRID_CHARGING_OFFPEAK
2026-05-01 22:15:00,0.0,1.44,19.35,37.32,50.88,19.8,GRID_CHARGING_OFFPEAK
2026-05-01 22:20:00,0.0,2.19,19.94,37.31,50.12,18.59,GRID_CHARGING_OFFPEAK
2026-05-01 22:25:00,0.0,3.32,20.54,37.13,48.82,18.44,GRID_CHARGING_OFFPEAK
2026-05-01 22:30:00,0.0,1.71,21.13,34.69,47.98,18.47,GRID_CHARGING_OFFPEAK
2026-05-01 22:35:00,0.0,0.0,21.72,33.73,48.73,18.56,GRID_CHARGING_OFFPEAK
2026-05-01 22:40:00,0.0,0.1,22.32,34.09,48.98,19.12,GRID_CHARGING_OFFPEAK
2026-05-01 22:45:00,0.0,0.27,22.91,31.53,46.25,17.47,GRID_CHARGING_OFFPEAK
2026-05-01 22:50:00,0.0,0.93,23.51,30.7,44.76,18.43,GRID_CHARGING_OFFPEAK
2026-05-01 22:55:00,0.0,0.0,24.1,32.22,47.21,17.52,GRID_CHARGING_OFFPEAK
2026-05-01 23:00:00,0.0,0.5,24.69,33.71,48.21,18.41,GRID_CHARGING_OFFPEAK
