datetime,timestamp,solar_power,solar_voltage,solar_current,solar_temperature,wind_power,wind_speed,wind_rpm,battery_soc,battery_soh,battery_voltage,battery_current,battery_temperature,grid_status,grid_voltage,grid_frequency,grid_power,load_demand,load_current,load_voltage,inverter_status,inverter_efficiency,inverter_output_power,ems_action,electricity_cost
2026-05-28 16:32:06,1779966126.5471532,23.48,393.01,59.73,31.2,4.42,7.01,278.2,49.42,99.8,361.69,-96.88,65.0,1,397.34,49.996,-20.0,42.94,185.7,231.26,RUNNING,99.0,42.94,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:07,1779966127.5653172,23.16,394.66,58.69,30.99,6.45,7.55,302.1,49.41,99.8,362.18,-87.66,65.0,1,397.61,50.02,-20.0,41.36,179.6,230.28,RUNNING,99.0,41.36,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:08,1779966128.5733333,22.65,396.46,57.12,30.68,4.22,6.95,275.5,49.41,99.8,361.37,-102.75,65.0,1,398.69,49.98,-20.0,44.0,191.94,229.27,RUNNING,99.0,44.0,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:09,1779966129.5887437,22.65,393.6,57.56,30.21,3.95,6.86,271.6,49.4,99.8,361.61,-98.14,65.0,1,397.42,49.995,-20.0,42.09,183.38,229.54,RUNNING,99.0,42.09,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:10,1779966130.596629,22.32,394.05,56.63,31.14,5.99,7.44,297.2,49.4,99.8,361.77,-95.06,65.0,1,400.76,49.994,-20.0,42.7,186.34,229.15,RUNNING,99.0,42.7,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:12,1779966132.6199603,22.38,395.95,56.52,30.25,1.99,6.07,236.5,49.39,99.8,361.27,-104.27,65.0,1,398.93,50.003,-20.0,42.04,183.42,229.18,RUNNING,99.0,42.04,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:13,1779966133.632953,22.02,396.75,55.49,30.84,3.83,6.82,269.9,49.39,99.8,361.15,-106.41,65.0,1,397.01,50.018,-20.0,44.28,191.43,231.3,RUNNING,99.0,44.28,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:14,1779966134.6455138,21.66,392.96,55.13,30.35,6.17,7.48,299.2,49.38,99.8,361.39,-101.94,65.0,1,402.3,50.005,-20.0,44.67,194.89,229.22,RUNNING,99.0,44.67,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:15,1779966135.6568654,21.65,393.05,55.09,30.73,1.9,6.02,234.4,49.38,99.8,361.3,-103.46,65.0,1,398.36,50.0,-20.0,40.93,178.83,228.89,RUNNING,99.0,40.93,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:16,1779966136.6644392,21.84,396.18,55.14,30.99,5.94,7.42,296.7,49.37,99.8,361.93,-91.59,65.0,1,400.14,50.009,-20.0,40.93,177.12,231.09,RUNNING,99.0,40.93,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:17,1779966137.6717641,21.14,396.1,53.36,30.75,4.54,7.05,279.8,49.37,99.8,361.33,-102.76,65.0,1,398.0,49.999,-20.0,42.81,187.34,228.5,RUNNING,99.0,42.81,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:18,1779966138.6856046,21.42,395.75,54.12,31.26,3.36,6.66,262.7,49.36,99.8,360.89,-110.98,65.0,1,400.75,50.003,-20.0,44.83,194.95,229.98,RUNNING,99.0,44.83,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:19,1779966139.6986656,22.11,393.59,56.18,30.98,2.47,6.3,246.9,49.36,99.8,361.41,-101.13,65.0,1,401.31,49.996,-20.0,41.13,178.44,230.48,RUNNING,99.0,41.13,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:20,1779966140.7068007,22.63,395.01,57.29,30.93,4.38,7.0,277.6,49.35,99.8,361.76,-94.34,65.0,1,397.75,49.984,-20.0,41.14,178.79,230.08,RUNNING,99.0,41.14,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:23,1779966143.7469683,22.37,393.22,56.9,30.62,2.01,6.08,236.9,49.35,99.8,361.31,-102.82,63.74,1,398.22,50.007,-20.0,41.53,180.94,229.5,RUNNING,99.0,41.53,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:24,1779966144.7619696,22.33,392.93,56.82,31.35,2.53,6.33,248.0,49.34,99.8,360.91,-110.14,65.0,1,402.67,49.995,-20.0,44.61,194.51,229.36,RUNNING,99.0,44.61,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:25,1779966145.7738173,22.93,395.74,57.94,31.06,1.18,5.58,214.7,49.34,99.8,361.02,-107.94,65.0,1,397.38,49.984,-20.0,43.08,186.62,230.84,RUNNING,99.0,43.08,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:26,1779966146.7814586,23.59,395.46,59.66,30.74,5.99,7.44,297.2,49.33,99.8,362.07,-88.21,65.0,1,400.37,49.996,-20.0,41.52,181.0,229.41,RUNNING,99.0,41.52,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:27,1779966147.7936368,23.01,394.11,58.37,30.55,5.82,7.39,295.3,49.33,99.8,361.97,-90.09,65.0,1,401.96,49.996,-20.0,41.44,179.43,230.93,RUNNING,99.0,41.44,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:28,1779966148.806287,22.38,393.76,56.84,30.8,2.65,6.38,250.2,49.32,99.8,361.16,-105.13,65.0,1,401.24,49.987,-20.0,43.0,187.75,229.01,RUNNING,99.0,43.0,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:29,1779966149.8188825,21.79,394.26,55.26,30.94,5.18,7.23,287.9,49.31,99.8,361.41,-100.33,65.0,1,401.54,49.984,-20.0,43.23,188.99,228.76,RUNNING,99.0,43.23,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:31,1779966151.841304,21.52,395.44,54.41,30.6,4.45,7.02,278.5,49.31,99.8,361.37,-100.95,65.0,1,397.07,49.982,-20.0,42.45,183.83,230.95,RUNNING,99.0,42.45,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:32,1779966152.8534966,22.03,393.56,55.99,30.77,4.14,6.92,274.4,49.3,99.8,361.26,-102.83,65.0,1,399.95,50.013,-20.0,43.32,187.18,231.42,RUNNING,99.0,43.32,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:33,1779966153.864609,21.63,395.66,54.66,30.78,1.25,5.63,217.1,49.3,99.8,360.58,-115.48,65.0,1,401.21,50.017,-20.0,44.52,194.22,229.21,RUNNING,99.0,44.52,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:34,1779966154.8764796,22.37,393.93,56.79,31.05,3.09,6.56,258.1,49.29,99.8,361.34,-101.26,65.0,1,398.29,49.986,-20.0,42.05,181.8,231.3,RUNNING,99.0,42.05,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:35,1779966155.892054,22.55,394.48,57.16,30.85,5.09,7.2,286.8,49.28,99.8,361.27,-102.47,65.0,1,397.11,49.999,-20.0,44.66,193.28,231.06,RUNNING,99.0,44.66,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:36,1779966156.9090092,23.04,396.03,58.17,30.62,3.81,6.82,269.6,49.28,99.8,361.51,-97.87,65.0,1,399.61,49.991,-20.0,42.23,183.13,230.61,RUNNING,99.0,42.23,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:37,1779966157.9165814,23.55,395.49,59.54,30.93,6.49,7.56,302.5,49.27,99.8,361.87,-90.94,65.0,1,400.86,50.011,-20.0,42.95,185.71,231.3,RUNNING,99.0,42.95,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:38,1779966158.9330876,23.37,393.12,59.45,30.33,3.9,6.84,270.9,49.27,99.8,361.61,-95.82,65.0,1,402.55,50.02,-20.0,41.92,181.89,230.49,RUNNING,99.0,41.92,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:39,1779966159.9515426,23.0,395.45,58.16,30.77,3.74,6.79,268.5,49.26,99.8,361.56,-96.55,65.0,1,397.07,50.017,-20.0,41.65,180.47,230.77,RUNNING,99.0,41.65,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:40,1779966160.9635093,23.03,396.61,58.08,30.85,1.41,5.74,221.7,49.26,99.8,360.83,-110.22,65.0,1,397.36,50.001,-20.0,44.21,192.0,230.28,RUNNING,99.0,44.21,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:41,1779966161.9750865,23.32,394.46,59.11,30.45,5.47,7.3,291.3,49.25,99.8,361.52,-97.26,65.0,1,398.25,49.996,-20.0,43.95,191.25,229.78,RUNNING,99.0,43.95,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:42,1779966162.9873233,22.8,393.8,57.89,30.55,2.63,6.37,249.9,49.25,99.8,361.31,-101.02,65.0,1,398.63,50.02,-20.0,41.93,183.29,228.79,RUNNING,99.0,41.93,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:44,1779966164.001329,22.42,395.84,56.64,30.56,4.16,6.93,274.6,49.24,99.8,361.39,-99.37,65.0,1,400.16,49.995,-20.0,42.49,185.94,228.53,RUNNING,99.0,42.49,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:46,1779966166.0295765,23.27,394.35,59.01,30.11,1.97,6.06,236.2,49.23,99.8,361.01,-106.37,65.0,1,400.99,50.012,-20.0,43.64,190.07,229.62,RUNNING,99.0,43.64,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:47,1779966167.0414822,22.76,393.66,57.82,30.07,2.05,6.1,237.9,49.23,99.8,361.18,-103.11,65.0,1,400.4,50.015,-20.0,42.05,183.9,228.65,RUNNING,99.0,42.05,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:48,1779966168.0529268,23.38,394.46,59.27,30.54,2.67,6.39,250.6,49.22,99.8,361.03,-105.95,65.0,1,402.57,49.985,-20.0,44.3,191.39,231.48,RUNNING,99.0,44.3,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:49,1779966169.0647552,23.92,395.12,60.54,30.68,5.44,7.3,290.9,49.22,99.8,361.42,-98.39,65.0,1,397.32,49.981,-20.0,44.92,196.2,228.96,RUNNING,99.0,44.92,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:50,1779966170.0764673,24.06,396.76,60.65,31.02,1.54,5.82,225.5,49.21,99.8,361.02,-105.95,65.0,1,402.7,50.006,-20.0,43.85,189.47,231.42,RUNNING,99.0,43.85,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:51,1779966171.0885031,23.49,396.27,59.29,31.07,3.56,6.73,265.8,49.21,99.8,361.42,-98.22,65.0,1,399.41,50.001,-20.0,42.55,185.59,229.28,RUNNING,99.0,42.55,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:52,1779966172.1008296,23.2,395.45,58.67,30.83,6.03,7.45,297.7,49.2,99.8,361.93,-88.64,65.0,1,397.86,49.985,-20.0,41.31,179.04,230.74,RUNNING,99.0,41.31,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:53,1779966173.1131139,22.47,393.91,57.05,31.0,1.2,5.59,215.2,49.2,99.8,361.06,-104.91,65.0,1,401.21,50.013,-20.0,41.55,180.56,230.15,RUNNING,99.0,41.55,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:54,1779966174.1255326,22.91,394.22,58.1,31.27,3.27,6.62,261.1,49.19,99.8,361.19,-102.22,65.0,1,400.76,49.982,-20.0,43.1,188.37,228.79,RUNNING,99.0,43.1,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:56,1779966176.154031,22.87,395.42,57.84,31.26,2.06,6.11,238.3,49.18,99.8,361.04,-105.06,65.0,1,400.38,49.999,-20.0,42.86,186.85,229.36,RUNNING,99.0,42.86,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:57,1779966177.166275,22.32,395.98,56.37,30.54,3.12,6.57,258.7,49.18,99.8,361.21,-101.77,65.0,1,398.31,50.014,-20.0,42.2,183.82,229.56,RUNNING,99.0,42.2,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:58,1779966178.1784744,22.85,396.1,57.68,30.87,2.24,6.2,242.1,49.17,99.8,361.15,-102.76,65.0,1,400.75,50.003,-20.0,42.2,183.37,230.15,RUNNING,99.0,42.2,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:32:59,1779966179.190551,23.31,393.07,59.31,30.67,3.61,6.75,266.5,49.17,99.8,361.3,-99.78,65.0,1,401.8,50.011,-20.0,42.97,186.07,230.93,RUNNING,99.0,42.97,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:00,1779966180.2058787,23.11,394.73,58.55,31.35,3.26,6.62,261.1,49.16,99.8,361.5,-95.93,65.0,1,399.64,49.98,-20.0,41.05,178.49,229.99,RUNNING,99.0,41.05,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:01,1779966181.213345,22.55,395.15,57.06,30.77,3.27,6.63,261.2,49.16,99.8,360.84,-108.19,65.0,1,397.9,50.009,-20.0,44.86,194.19,231.03,RUNNING,99.0,44.86,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:02,1779966182.22913,22.1,395.52,55.86,30.81,1.73,5.93,230.3,49.15,99.8,360.9,-107.09,65.0,1,401.48,49.995,-20.0,42.48,184.48,230.27,RUNNING,99.0,42.48,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:03,1779966183.2404387,21.55,394.94,54.57,30.88,3.83,6.82,269.9,49.15,99.8,360.96,-105.77,65.0,1,401.81,50.013,-20.0,43.56,188.98,230.51,RUNNING,99.0,43.56,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:04,1779966184.2526813,21.21,393.74,53.87,31.51,4.24,6.95,275.7,49.14,99.8,360.88,-107.27,65.0,1,398.66,49.987,-20.0,44.16,190.96,231.23,RUNNING,99.0,44.16,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:05,1779966185.2596066,21.35,394.9,54.06,31.5,4.2,6.94,275.2,49.13,99.8,361.33,-98.69,65.0,1,399.33,49.999,-20.0,41.21,179.19,229.98,RUNNING,99.0,41.21,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:06,1779966186.2668178,21.21,395.32,53.66,30.75,1.86,6.0,233.4,49.13,99.8,360.71,-110.28,65.0,1,398.69,49.995,-20.0,42.85,187.22,228.85,RUNNING,99.0,42.85,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:07,1779966187.3149235,21.08,395.91,53.24,30.94,2.56,6.34,248.6,49.12,99.8,360.51,-113.89,65.0,1,397.9,49.987,-20.0,44.7,194.25,230.1,RUNNING,99.0,44.7,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:08,1779966188.3272974,20.73,393.97,52.61,31.55,5.55,7.33,292.3,49.12,99.8,361.39,-97.24,65.0,1,402.79,49.982,-20.0,41.42,180.61,229.32,RUNNING,99.0,41.42,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:09,1779966189.340146,21.28,393.57,54.06,31.16,1.69,5.91,229.4,49.11,99.8,360.52,-113.39,65.0,1,401.73,50.003,-20.0,43.85,189.46,231.42,RUNNING,99.0,43.85,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:11,1779966191.368708,20.93,392.9,53.27,30.88,5.04,7.19,286.2,49.1,99.8,361.13,-101.82,65.0,1,398.92,49.995,-20.0,42.74,185.62,230.24,RUNNING,99.0,42.74,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:12,1779966192.3807504,21.49,393.12,54.66,31.34,2.57,6.34,248.6,49.1,99.8,360.72,-109.39,65.0,1,402.35,50.013,-20.0,43.52,190.14,228.89,RUNNING,99.0,43.52,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:13,1779966193.3936975,21.89,395.45,55.36,31.54,3.41,6.68,263.5,49.09,99.8,360.88,-106.35,65.0,1,397.36,50.003,-20.0,43.68,190.81,228.93,RUNNING,99.0,43.68,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:14,1779966194.405905,21.67,392.86,55.15,31.49,1.79,5.97,231.8,49.09,99.8,360.71,-109.42,65.0,1,402.61,49.99,-20.0,42.93,185.91,230.93,RUNNING,99.0,42.93,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:15,1779966195.419157,21.52,396.76,54.24,31.1,3.1,6.56,258.3,49.08,99.8,360.6,-111.34,65.0,1,401.37,50.019,-20.0,44.77,193.73,231.1,RUNNING,99.0,44.77,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:16,1779966196.4313421,22.17,393.66,56.31,30.73,6.3,7.51,300.6,49.08,99.8,361.71,-90.49,65.0,1,402.95,50.0,-20.0,41.2,179.6,229.39,RUNNING,99.0,41.2,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:17,1779966197.4382076,22.82,395.49,57.71,30.63,1.57,5.84,226.1,49.07,99.8,361.03,-103.15,65.0,1,400.7,50.016,-20.0,41.63,181.63,229.19,RUNNING,99.0,41.63,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:18,1779966198.450441,22.2,393.82,56.38,30.68,2.13,6.14,239.6,49.07,99.8,360.86,-106.3,65.0,1,398.62,50.002,-20.0,42.69,185.45,230.23,RUNNING,99.0,42.69,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:19,1779966199.466846,21.98,394.87,55.65,31.11,6.0,7.44,297.3,49.06,99.8,361.16,-100.51,65.0,1,399.75,50.005,-20.0,44.28,193.46,228.9,RUNNING,99.0,44.28,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:20,1779966200.4800777,21.28,394.14,53.99,30.56,2.4,6.27,245.3,49.05,99.8,360.87,-105.83,65.0,1,399.7,49.998,-20.0,41.87,181.39,230.84,RUNNING,99.0,41.87,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:21,1779966201.4919286,21.99,394.54,55.73,31.03,1.32,5.68,219.1,49.05,99.8,360.6,-110.84,65.0,1,402.27,49.994,-20.0,43.28,188.85,229.19,RUNNING,99.0,43.28,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:22,1779966202.503958,22.28,396.67,56.16,30.93,6.12,7.47,298.6,49.04,99.8,361.49,-94.14,65.0,1,402.28,49.982,-20.0,42.43,184.35,230.17,RUNNING,99.0,42.43,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:23,1779966203.5128217,22.16,393.66,56.28,30.45,2.87,6.47,254.2,49.04,99.8,360.72,-108.37,65.0,1,401.92,50.007,-20.0,44.12,190.75,231.28,RUNNING,99.0,44.12,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:24,1779966204.5251918,22.73,395.98,57.4,30.57,1.42,5.75,222.0,49.03,99.8,360.86,-105.64,65.0,1,399.08,49.982,-20.0,42.27,182.96,231.05,RUNNING,99.0,42.27,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:25,1779966205.5399714,23.22,393.1,59.07,30.46,3.69,6.78,267.8,49.03,99.8,361.1,-101.02,65.0,1,397.32,50.016,-20.0,43.39,187.79,231.03,RUNNING,99.0,43.39,RL_OPTIMIZED_DISPATCH,0.0
2026-05-28 16:33:26,1779966206.5479665,23.4,396.45,59.01,30.63,1.25,5.63,216.9,49.02,99.8,361.06,-101.76,65.0,1,399.96,50.018,-20.0,41.39,180.67,229.09,RUNNING,99.0,41.39,RL_OPTIMIZED_DISPATCH,0.0
